Sample Name,DB,DOHH2,FARAGE,HBL1,KARPAS422,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,RIVA,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,WSU_DLCL2
ITGB7,2.193906665,1.948161972,2.211561037,2.641137528,2.593840216,1.791741915,2.221542274,1.137376266,2.36982526,0.734163435,1.597311657,1.822621762,2.606307724,2.134155196,1.563789897,2.695146584,2.49684436,1.690923345,2.142935652,2.14245796,2.622762567
ITGB8,1.429214962,2.246116941,2.117898567,1.521480492,1.855169859,2.074885637,1.646981056,1.209004374,2.282056557,0.621741256,1.789659937,1.692460985,2.361111655,1.100454201,1.984093441,1.257691633,1.091331367,2.004176688,1.776845876,2.225087249,2.243027004
ITLN2,0.782076596,1.653217473,1.678876861,1.527797614,1.573445019,1.152392839,1.258093276,0.868102867,2.249759628,0.425446611,1.794489314,1.028612156,2.131062901,0.717237449,1.525869271,0.697692987,0.578793455,1.766356033,1.463110439,1.678357215,1.64874141
ITM2A,0.276926618,1.067756744,0.560349884,1.2496707,0.604517552,0.405998184,0.44126733,0.481158242,1.200436818,0.496802519,0.838183644,0.37719055,1.23355405,0.416207454,1.170904079,-0.073827685,0.462287886,1.031670477,1.026146323,0.403979414,0.928231728
ITPKB,2.95757935,2.429349685,3.387161668,2.629385889,3.236347704,3.207454667,2.313252114,1.97989943,2.663441513,2.006452999,3.177493089,2.592034398,3.113229416,2.884259245,2.542048301,3.353864929,2.959075654,2.532695199,2.537858331,3.101914151,3.361309653
JAG1,1.062256453,1.817051254,1.580825469,1.689543898,2.268397882,1.066571798,1.425662257,1.35075661,1.841750108,1.272754805,1.587478154,1.608584618,2.09789923,1.40446905,1.529027791,1.033998743,1.001557047,1.539322289,1.252426687,1.946864094,1.773329768
JAG2,0.467258316,0.489830432,0.052194395,0.516681609,-0.319761734,1.523779215,1.328089704,0.930250773,0.974657774,0.057469825,1.742821919,1.354066751,0.44116236,0.663362069,1.174478539,1.185809626,0.578793455,0.711998371,1.294420195,1.040801512,0.387828637
JAK1,2.05616225,2.990741559,2.967300966,2.942046735,2.250080165,2.460846852,2.880832205,2.805183338,2.915649405,2.808106767,2.451723453,2.9278265,2.49526448,2.807789401,3.017384327,2.33855649,2.572099987,2.924606464,2.641907592,2.915735491,2.692673836
JAK2,2.1284907,2.327145815,2.92924563,2.269156882,2.349555146,1.608025178,2.346745744,2.25613116,2.455056739,2.264295701,1.752753448,2.457710147,2.397810939,2.124628354,2.375472481,2.016077427,1.989157114,2.477130768,1.886356313,2.637579803,2.22033755
JAK3,2.038478606,0.523688699,2.179299193,2.111033229,0.737143117,1.267486641,2.141258003,1.89613159,1.914403872,1.911775867,2.326129634,1.5990393,1.687496777,0.300814035,2.74812993,0.632967657,1.531139479,2.598489096,2.340337765,1.990780974,1.380096187
JMJD1C,2.924993747,2.927323889,2.544178287,2.560989033,2.706035507,2.646835331,3.006698426,2.905835745,2.827581152,2.838087127,2.309684906,3.193775515,2.576719024,2.962503289,2.396683122,2.966234958,2.815063905,2.536706392,2.286136123,2.674269967,2.734066521
JMJD6,2.199911434,2.375252782,2.141314164,2.301219658,1.862652918,2.201343356,2.20994895,2.17931318,2.304332951,2.025563447,2.315924876,1.931702143,2.270680546,2.152072384,2.316005413,1.955186952,2.212261911,2.351799301,2.269078304,2.257561752,2.097397871
JPH3,0.373836631,1.323029249,0.779193123,2.18809446,0.583328253,0.624493292,0.844286864,0.61946094,1.376528077,-0.419651429,2.138592775,0.43718848,1.331397026,0.582538876,1.074890443,0.115228551,0.587226623,1.059927236,1.367893584,1.123152805,1.116421108
JUN,1.812220738,2.737671049,2.725112838,2.537564419,2.475144372,2.00090047,2.135097695,3.006162535,2.505555695,2.658261274,2.714318974,3.166196418,1.675848334,2.390719147,2.435643869,1.955186952,2.446526612,2.812912804,2.536370431,2.309132562,2.604537747
JUNB,2.122954293,3.343709439,3.748977781,2.983933342,2.877959788,2.351807526,2.756867275,3.04069083,2.425676226,2.264969549,2.95512329,2.851190855,2.617832293,3.252172675,2.801020834,2.856055479,2.22972919,2.79509847,2.223956832,3.195335836,2.991355087
JUND,2.543746073,2.599053146,2.599148128,2.873627657,2.791231783,2.610639842,2.547178063,2.811888996,2.614619409,2.724221738,2.5728692,2.834343247,2.137518749,2.960316858,2.465060466,2.528824123,2.266025056,2.528414121,2.605539015,2.7197499,2.74171094
KAT2B,2.559322123,2.412710121,2.838866962,2.585965908,2.662419011,2.527330709,2.269623895,2.362150373,2.710963714,2.303393562,2.056043438,2.611501567,2.658646304,2.924871817,2.476042176,2.633045203,2.65441197,2.473319413,2.292615228,2.709330784,2.884106925
KAT5,1.734808515,1.818154925,1.63828136,1.742373698,1.22430631,1.784815221,1.636515622,1.73112053,1.744504862,1.693455937,1.653951082,1.533537751,1.659522782,1.643236716,2.150700693,1.684808989,1.63986138,1.815862081,2.001322739,1.844438683,1.619777714
KATNBL1,2.161438777,2.203116596,1.970108158,1.523068407,2.150354619,1.936000745,1.909788413,2.325285791,2.512905802,2.248268256,2.096547226,2.362467293,2.24892282,2.023304886,2.212296764,1.929711176,2.159472504,2.307919822,1.937963833,1.803570735,1.711262743
KCND2,0.588680479,1.176901213,0.710735742,0.792888021,1.074689947,1.066571798,0.807415504,0.152099523,1.209152049,0.558072176,1.257903427,0.422948041,1.462351659,0.018267445,1.202062061,0.140052135,0.451006876,1.280405971,0.560020452,0.950991839,0.820137548
KCNIP1,0.900175908,1.803013365,1.895219426,1.506921772,1.770143377,1.216334118,1.529924468,0.68357844,2.206845035,0.835621076,1.716541276,1.035731897,2.250497575,0.731477889,1.773860447,0.771270355,0.415291323,1.950440668,1.280179756,1.949227607,1.868342835
KCNK5,0.017289307,0.946934573,1.119141185,1.571039271,0.458389516,0.388964845,0.955111392,0.1221363,1.39939096,0.057469825,0.988720798,0.360800134,1.727469099,0.261305494,1.109308008,0.299752978,0.611585968,1.042483346,0.435081716,1.391390287,1.544769542
KCTD11,1.427683058,1.184079798,1.481767252,1.441343702,1.654289169,1.246297341,1.499738014,1.563719229,1.551313186,0.741716573,1.59839065,1.431548212,1.702821664,1.424807626,1.792269225,1.273945714,1.470013786,1.647205007,1.170148066,1.921866214,1.736018926
KDM1A,2.858478076,2.578588891,2.458923769,2.561569641,2.744995665,2.537690861,2.563097426,2.928510112,2.421992026,2.44869907,2.36526089,2.884296474,2.623672117,2.260062876,2.472113498,2.712601058,2.608892906,2.563685758,2.30607053,2.696973454,2.667388229
KDM3A,2.7762012,2.859697894,2.757773044,2.780273847,2.625312754,2.462023006,2.809772976,2.655163505,2.69986381,2.9433491,2.617264529,2.703222815,2.576188944,2.792480177,2.874230992,2.404476397,2.636519209,2.617936201,2.522152922,2.782723298,2.657066799
KDM3B,2.60885979,2.630898669,2.315961929,2.391313727,2.478750799,2.563664133,2.448487793,2.71335996,2.507006731,2.540938252,2.313854832,2.66490936,2.580936532,2.445591231,2.41075142,2.636751205,2.628695227,2.557748995,2.422747981,2.362793487,2.467860607
KDM4B,2.730627091,2.600693026,2.70999363,2.498785258,2.447690984,2.662567922,2.647378579,2.550618205,2.494813661,2.505660662,3.056306339,2.303380506,2.640002655,2.406990146,2.875224802,2.768213924,2.618090907,2.618219961,2.775988303,2.843236899,2.395425819
KDM5B,1.259197851,1.933199152,2.454551321,2.554108107,1.489124133,1.920954396,2.703439131,2.596248454,2.104625821,2.902981282,2.551434112,2.657380954,1.84770254,0.980478884,2.630570656,1.266796673,1.375013962,2.496703232,2.789318247,2.528297287,2.356311586
KDM5C,2.638182138,2.642366685,2.721717886,2.480644238,2.618056951,2.797950613,2.612305111,2.762191609,2.628965609,2.765394672,2.877597763,2.665158073,2.56631819,2.819099037,2.931662921,2.595066278,2.619256173,2.849552357,3.189149607,2.461971361,2.501968459
KDM6A,2.43362717,2.527149231,2.693448107,2.27086,2.481504736,2.38460004,2.262934959,2.479662783,2.384475665,2.117537797,2.252679483,2.86953698,2.39524399,0.444236177,2.45547463,2.362913058,2.356802756,2.316148604,2.270349411,2.381049454,2.463804744
KDM7A,1.708290382,2.077874898,2.176408704,2.502955584,1.426872465,2.303202193,2.805928665,2.123684588,1.657540959,2.700922502,1.783370768,2.490514808,1.097580014,2.339451472,2.556908971,1.726764435,1.700527052,2.140814946,2.596050183,2.265883474,2.284808494
KDR,-1.024103378,0.283356544,NaN,0.199261197,-0.541610484,0.292054832,-0.613090332,-0.023991736,0.477333134,NaN,0.785477293,0.288249467,0.265071101,0.261305494,0.389148704,-0.27012233,0.075343262,-0.043876485,0.449322155,0.461971361,0.198772401
KEAP1,1.983217575,1.994246184,1.779193123,2.016266876,1.923772368,2.018374444,1.765307569,2.151520077,1.978098722,2.075892908,2.085104074,1.89570449,2.01750371,1.848642228,1.899022989,2.021817085,2.156555507,1.971063865,2.168011311,2.132139876,1.901672699
KIF14,1.408865913,1.437502552,0.978765478,1.275649543,1.649654178,1.523779215,1.119303428,1.418488033,1.707782055,1.071710264,1.422837884,1.533537751,1.719153372,1.248716366,1.418532482,1.431322293,1.788728788,1.422991136,1.728075756,1.51472941,1.202702695
KIF2C,2.618262203,2.285804341,2.334992677,2.165583472,2.408592048,2.478587397,2.436386122,2.401705477,2.787039326,2.087529548,2.473523751,2.440537811,2.757552111,2.543420272,2.269104289,2.529119729,2.819342703,2.567634402,2.743788381,2.381267418,1.973621016
KIF3A,2.545153456,2.506750894,2.666036217,1.960957782,2.801404013,2.266566525,2.160696113,2.197683261,2.21001403,2.334505714,2.738706825,2.383577349,1.962736264,2.18558478,1.993914589,2.402898577,2.046154872,2.145051999,2.151085059,2.123547438,2.137837608
KIF3B,2.642133718,2.557112455,2.424287747,2.342275997,2.578414749,2.084446522,2.105134471,2.001723648,2.568874482,2.322484295,2.526857662,2.337291198,2.570529956,2.467488637,2.521087999,2.755593054,2.54892146,2.797169981,2.060394167,2.382355603,2.708707704
KIF5B,2.96024388,2.85688399,2.845130557,2.731034784,2.784315472,2.970891759,2.72250128,2.743312581,2.936617896,2.691358905,2.873899196,2.920660741,2.764276895,3.110022308,2.744887488,2.803543661,2.963908842,2.994266605,2.772341256,2.801505612,2.47293025
KIT,-0.325133373,-0.777341296,-0.299988123,-0.914682155,-1.018731738,0.032417522,-1.090211587,-0.546870481,0.875273142,1.218837828,NaN,0.025008032,-1.035958895,-0.157823814,0.088118709,NaN,0.302587043,NaN,NaN,-0.918239881,0.002477756
KITLG,-0.069860868,0.629198884,0.677735482,0.629385889,-0.173633698,0.522503753,0.617358589,0.648106122,1.231572227,0.092231932,1.210569548,0.307554622,0.495520022,-0.019521116,0.880510398,-0.160977861,0.462287886,0.354063524,0.736111712,0.950991839,0.519107552
KL,0.754047873,1.642614452,1.856863778,1.527797614,1.580058768,0.950066229,1.193089642,0.768399953,2.038349286,0.483438558,1.761723705,1.09811513,2.122101899,0.261305494,1.959691644,0.389929608,0.362584973,2.03130537,1.265456499,1.718248016,1.713682217
KLB,0.93968445,1.654022468,1.910865242,1.644026415,1.717664764,1.091395382,1.414938391,1.180128247,2.230752029,1.007672357,1.453983446,1.141726438,2.168974628,0.601844031,1.898351227,1.110088912,0.627098135,1.775667451,1.443681888,1.889295148,1.76590575
KLF12,2.469911997,2.386416228,2.250545964,2.012174554,2.357114698,2.421583606,1.581886271,2.217803695,2.353839638,1.818394674,2.031705766,2.575032443,2.365441646,2.145372243,2.385441423,2.225422008,2.015797486,2.417922073,1.679771076,2.40809598,2.415537909
KLF17,0.318319303,1.387011559,1.061739713,1.058445698,0.915766713,0.803938193,1.323088177,0.206457185,1.813363793,0.124416615,0.785477293,0.37719055,1.906545211,0.240116195,1.079344784,0.185809626,0.561419359,1.412489548,0.690354221,1.465575485,1.387828637
KLF4,0.494410562,1.131143722,0.440374566,0.833505872,0.412632026,-0.707945168,0.372186411,0.708402024,0.692932934,0.182408562,0.988720798,0.525610383,0.783585041,0.620327436,0.974609434,0.655631642,0.376373257,-0.140786498,0.449322155,1.307069401,0.759439707
KLHDC10,2.153721594,2.41647873,1.762593861,2.13878045,2.095545558,2.408662576,2.395225894,2.249241098,2.393787082,2.174464764,2.52774618,2.201822513,2.715320209,2.177383267,2.398387075,2.25082884,2.096790992,2.307146368,2.620623871,2.186929547,2.099883822
KLK1,0.629109136,3.678432113,3.711592892,2.843472467,1.20137635,1.296376206,1.792881772,0.939796091,2.154679327,0.25704218,1.474528232,1.406724629,1.931120839,1.791566193,1.345797283,2.858369253,0.800642205,1.454434069,1.730282168,2.352671759,2.372752869
KLK2,0.910395073,2.279182428,1.633246006,1.610362652,1.517826704,1.04410328,1.246248147,0.438406262,2.00698344,0.057469825,1.589682699,0.923550391,1.89600722,0.717237449,1.300306313,0.389929608,0.494472569,1.740740808,1.029842468,1.804394042,1.619777714
KLK3,0.827154971,1.838608755,1.11078911,1.778164764,1.177167914,1.051722677,0.695118248,0.879098251,1.707782055,0.124416615,1.408058952,0.809149646,1.521548307,0.54114619,1.278450407,0.140052135,0.494472569,1.487602432,0.80921881,1.344211209,1.261183437
KLK4,NaN,1.384026706,1.37441369,0.809593714,0.211717183,0.104968189,0.113908396,0.254761865,0.938660121,NaN,1.231131707,0.149946769,1.009364084,0.018267445,0.36687231,NaN,0.126495784,0.547188122,0.13405172,0.822122809,0.847575796
KLK5,0.683466798,1.354597999,1.490648839,1.590467823,1.507607539,0.968748442,1.30598776,0.638766096,2.193038096,0.233561084,1.245938635,0.653396962,1.893460031,0.507287923,1.278450407,0.185809626,0.524435793,1.890621967,0.991384217,1.864948811,1.768039879
KLRB1,-0.422043386,NaN,-0.601018119,-0.914682155,-0.717701743,-1.008975164,-0.789181591,-0.546870481,0.521536796,-1.021711421,0.741273631,-0.276021964,0.043222351,NaN,1.113424574,-0.638099115,0.172253275,-0.198778445,-1.042039539,NaN,-0.14365028
KLRD1,1.065801734,1.691744003,1.813119243,1.538636185,1.485058945,1.32748457,1.492987187,0.55579186,2.287373528,0.886773598,1.610085945,0.962860125,2.204340687,0.483154243,1.722595979,0.880414825,0.561419359,1.928326354,1.614058663,1.871340832,1.71967258
KLRG1,2.023560817,2.184079798,2.049774921,2.031278548,2.328598277,1.897898371,1.995792119,1.759911843,2.421463151,1.92523185,1.86988058,1.828351324,2.453718397,1.75399938,2.088552786,2.24233335,1.763317882,2.094110248,2.308014555,2.197037711,2.200741994
KMT2B,2.473931346,2.500153313,2.445672103,2.436340697,2.309035751,2.427505531,2.278261252,2.475695346,2.324641328,2.522232522,2.626554059,2.621513495,2.363368637,2.140210096,2.325411046,2.374175552,2.455328249,2.557857664,2.56595132,2.214979576,2.176080215
KMT2C,3.178548382,3.226119236,2.967007504,2.845740328,2.787787396,3.012999291,3.002052774,2.885671249,2.861276667,3.035916652,2.41764058,3.215129537,3.176441808,2.900269909,3.027088506,3.228837702,2.876403791,2.953859292,2.483523519,3.118628449,3.072410006
KMT2D,2.560567007,2.77648107,2.624678753,2.5721732,2.603274935,2.525050942,2.55056789,2.708643231,2.739190519,3.070096176,2.449755233,2.777632595,2.654148545,2.914472048,2.583663046,2.985150175,2.531899067,2.810733153,2.914561049,2.475159815,2.583076929
KNG1,1.099748263,1.735209697,1.830345645,1.906831373,1.698938765,1.302778697,1.504180963,0.666204344,2.170368781,0.546490303,1.815253683,0.797085135,2.301300645,0.483154243,1.936307826,0.518248086,0.627098135,1.850993172,0.887379387,2.258430052,1.946960428
KNTC1,2.793924464,2.674751953,2.491351581,2.914878901,2.597113144,3.001409608,2.575275594,2.644114502,2.932069134,2.605141994,2.591438314,3.395351466,2.938506741,2.718249623,2.254548822,2.556969881,3.086252457,2.443544727,2.838488239,3.069113508,2.648040369
KPNA2,3.265753025,2.70324049,3.162709285,3.127657049,3.380370623,3.148844121,2.900393624,2.817242559,3.145186173,2.826847151,2.875723965,3.061537124,3.274011762,2.974716027,2.847181897,2.961420074,3.383800956,3.009547719,2.970713349,2.922556018,2.749889564
KRAS,3.077987148,2.670668977,2.974631496,2.875180475,2.655302262,2.544300883,2.595798704,2.695007902,2.668364742,2.553476424,2.62866987,2.823140529,2.608676609,2.790222194,2.416090332,2.788303694,2.595581083,2.555351378,2.689468645,2.502540739,2.506462885
KREMEN1,0.298115917,1.025432429,0.677735482,0.911392647,0.48641824,0.292054832,1.119303428,0.254761865,1.098360964,1.852190177,1.177777035,0.547886777,1.209553773,-0.157823814,0.721587164,-0.814190374,0.402702196,0.672126859,2.144634329,1.068531854,0.913254572
KRT13,0.276926618,1.247964569,0.813955229,1.294832859,1.151529977,0.422388601,1.328089704,0.390981612,1.802496809,0.496802519,1.151448096,0.268046081,1.849402325,0.115177458,1.137336731,0.088899613,0.504691734,1.341729789,0.673963805,1.566059959,1.392908163
KRT14,0.746748634,1.607370447,1.32583859,1.811229477,1.098539557,0.603808693,1.468496984,0.638766096,1.636556467,0.057469825,1.345268122,0.477305703,2.271323152,0.551870056,1.471934075,0.088899613,0.603617039,1.317851351,1.075231757,1.951578327,2.224078266
KRT16,0.862387347,1.936569058,1.440374566,1.900231026,1.226780929,0.920443762,1.607017756,1.134370756,1.798813203,-0.176613381,1.938554189,1.025008032,2.302497599,0.620327436,1.404089054,0.697692987,0.76885037,1.607401529,1.294420195,1.843687958,2.039904254
KRT17,0.638654454,1.310794792,1.131375641,1.415731618,0.930658268,0.950066229,0.887512018,0.802083067,1.475779305,-0.544590166,1.030512102,0.678220546,1.473243628,0.430447893,1.272810139,0.331937661,0.649374529,1.288561975,0.944732195,1.387111489,1.277953647
KRT18,2.269038106,2.921368053,2.733435632,2.939380857,2.792910283,2.456258931,2.593105675,2.378957093,3.242921867,2.154090212,2.96533474,2.307365757,3.303591916,1.926752464,2.94695656,2.126077017,2.01329974,3.028593998,2.564878987,2.961372027,3.056871912
KRT19,1.021219601,1.69248072,1.302071868,1.683013031,1.466989688,1.051722677,1.33139234,0.96723434,1.941332711,0.558072176,1.681505426,0.716678798,1.924511883,0.620327436,1.607946702,0.57497571,0.76885037,1.618881347,1.374600968,1.773725222,1.717286341
KRT5,0.407260386,1.042202639,0.805522062,0.616796762,0.525336306,0.653782668,0.271516249,0.3377361,1.391902938,0.483438558,0.862317323,0.360800134,1.050400936,0.709938211,0.980213311,-0.11522037,0.389737219,1.170967363,0.935684066,1.243128122,1.002477756
KRT6A,0.724084649,1.288984629,0.868803897,1.153503706,1.130487374,0.509538776,0.914109787,0.507487181,1.511617731,-1.021711421,1.35481344,0.477305703,1.485179189,-0.157823814,1.359960315,0.264990872,0.561419359,1.350575196,1.271827682,1.288585996,1.240165086
KRT7,-0.069860868,0.512693315,-0.123896864,0.085317845,-0.319761734,NaN,-0.048818902,0.206457185,0.372597783,-1.021711421,NaN,0.224580387,0.21931361,NaN,-0.066783251,-0.11522037,0.362584973,-0.265725234,0.476474401,0.382790115,0.271323068
KRT8,2.342319579,2.629454276,2.648791491,2.832185473,2.377467609,2.658197509,2.425397362,2.520572361,2.542325639,2.390412986,2.889281014,2.487281215,2.912502975,3.071634042,2.855274575,2.559089519,2.376780218,2.696959722,2.841792174,2.559604596,2.70095114
KSR1,0.997085921,1.352992472,1.291076484,1.606455928,1.041966102,0.64423735,1.105688065,1.432374297,0.943988955,1.448110595,1.824315298,1.311314771,1.446914689,0.796418695,1.470135751,0.867050863,0.740454999,1.053033528,1.710776892,1.623339363,1.487793489
L1CAM,0.609365078,1.853594823,0.751164399,1.182227858,0.48641824,1.205868684,1.807415504,0.231280769,1.087079954,0.340016415,2.313439637,0.962860125,1.404950187,1.444236177,1.912895171,0.206998925,0.402702196,2.070400812,2.566165469,0.780730124,0.85634972
LAG3,0.507375539,1.17204871,0.42017118,2.823384559,0.925750934,0.723418596,1.030362344,0.648106122,1.384283541,0.182408562,1.319421465,1.305662268,1.140132364,1.12377763,1.615748609,0.978201315,0.439425003,1.567846823,1.107179574,1.000838212,1.091878167
LAMA1,1.171796275,1.613593811,1.832751715,1.381983035,1.588723285,1.251096224,1.43353488,0.845239984,2.270474684,1.148550295,1.515529837,1.14722391,2.106743351,0.611184057,1.565239963,0.765593222,0.595499148,1.619824441,1.254625651,1.718248016,1.860671094
LAMA3,0.850957886,1.833318867,2.034465628,1.96383964,1.11160203,0.689994841,1.525738465,1.564839989,2.237000978,0.483438558,1.464377315,0.653396962,2.293031961,0.430447893,1.281243307,0.640654486,0.611585968,1.885031206,1.081812102,2.11154959,1.98539478
LAMA5,1.907354493,2.102614289,0.868803897,2.335249601,1.098539557,1.253475926,2.52783651,0.827266613,2.294520609,1.068193691,1.670692556,2.477943902,0.861668197,0.980478884,1.746130105,2.309824505,1.067122931,2.063672645,2.901257076,1.711169719,1.415058291
LAMB3,0.555680219,1.277654565,1.11078911,1.366351212,0.688838438,0.388964845,1.165060918,0.467369958,1.522935491,0.124416615,1.296281661,0.589279462,1.725968944,0.679448889,1.117502486,0.060870889,0.578793455,1.360957232,1.094681028,1.461971361,1.565619681
LAMB4,1.50609632,1.64998249,2.02839148,2.385478382,1.915766713,1.143313181,1.542245705,1.804023328,0.70227296,-0.322741416,-0.103824409,2.00311243,2.134009279,1.246582237,2.222933079,1.868405917,1.227249136,1.0495452,1.220411551,2.711373565,2.359868033
LAMC2,0.980217996,1.433512069,1.358023274,1.483257853,1.446651113,0.836122876,1.188542014,0.666204344,1.908122054,0.650386437,1.488629941,0.653396962,2.052177194,0.2178398,1.300306313,0.57497571,0.552464516,1.599576192,1.537744058,1.560326615,1.438413083
LAMC3,0.619349299,0.778961204,0.741404562,1.261409104,0.185388244,0.535092881,1.277144334,0.578068255,1.471084184,0.092231932,1.708252962,1.121918045,1.199569552,0.629282279,0.167299955,0.361900885,0.619411306,0.890621967,0.815292958,1.064031353,1.076457808
LAMP5,1.182722498,2.784177477,1.878269198,1.621876287,1.557609612,1.178545557,1.516169778,0.788921621,2.209152049,1.458295522,1.552992229,1.09811513,2.217379111,0.582538876,1.640786925,0.853262579,0.703732192,1.96853889,1.870182518,1.896007715,1.745090681
LAMTOR3,1.641477613,1.563102818,1.906837753,1.726791955,1.862081854,1.313244131,1.39833913,1.482513296,1.831578812,1.281484637,1.642420462,1.725423277,1.784242565,1.874089351,1.790549245,1.650448185,1.465615829,1.565717925,1.136937408,1.849657735,1.794869445
LAT,2.123881943,1.600147087,1.854587994,1.837366292,1.940786639,1.677661106,0.823602265,1.463146639,1.821865751,1.482079262,1.786875988,1.729730365,1.860015838,2.213705818,2.060784301,1.886945692,1.603617039,1.765009383,2.039307769,1.817359019,1.921555848
LATS1,2.602852574,2.873451743,2.483915456,2.411038703,2.610371912,2.532104604,2.358958145,2.938424957,2.744756311,2.676737117,2.742744636,2.424248974,2.612986287,2.653583608,2.526502816,2.682324144,2.701747793,2.506107126,2.576426953,2.316277403,2.473769467
LATS2,-0.121013391,1.088946043,0.001041873,0.164499091,-0.416671747,-0.054732654,1.111185537,1.24784987,0.144118454,1.396589871,1.049990455,1.357446492,0.306463786,-1.060913801,NaN,NaN,0.286196627,0.801221555,1.502028505,0.894673476,-0.541590288
LCN1,0.423054654,1.743142236,1.177133132,1.800485203,1.20137635,1.22907094,0.742297326,0.788921621,1.875273142,0.376228588,1.76540731,0.653396962,1.810378217,0.888476206,1.434471683,0.566020867,0.690767214,1.635551412,1.037141707,1.602898203,1.548314823
LCN2,-0.245952127,0.067756744,NaN,-0.914682155,-0.240580488,-1.008975164,-0.245113547,-0.325021732,0.308928703,-1.021711421,NaN,0.246856782,0.043222351,0.143206182,0.914193511,-0.814190374,0.172253275,-1.043876485,0.319688297,NaN,NaN
LECT1,NaN,0.30183995,0.398981881,0.809593714,0.458389516,0.292054832,0.140237334,0.298227559,1.003302956,0.340016415,0.901570623,-0.099930705,0.587290396,-1.060913801,1.113424574,NaN,0.348344534,0.859213502,0.770873818,0.528918151,0.70144776
LEF1,0.64799448,1.978152432,1.434411619,2.652932287,1.211717183,3.050057841,2.030691231,2.030621318,2.744421013,2.706317534,2.328543504,2.92660256,2.443904218,0.758630135,1.728600146,2.391825502,2.2385792,1.935216416,2.146888945,2.513606165,2.056652903
LEFTY1,0.910395073,1.352992472,1.424287747,1.222038412,1.282298257,1.04410328,0.905423608,0.666204344,1.792102941,0.300507874,1.183417302,1.28228652,1.706766237,0.902874026,1.289515833,0.684120179,0.752036871,1.578337538,1.475156359,1.500061411,1.347711414
LEFTY2,0.407260386,1.202662075,1.225056684,1.146015685,1.426872465,0.817099639,1.179301357,0.795552199,2.049291393,0.25704218,1.602680013,0.983253284,1.750082316,0.194358704,1.541437049,0.486839621,0.785037131,1.535907112,1.43071691,1.346577942,1.342071147
LEP,0.683466798,1.808119433,0.79692189,1.297505449,1.133556606,0.959507785,1.486129763,0.657249501,1.626772198,-0.176613381,1.413041352,0.569076076,2.234487013,-0.106671292,1.292238691,0.547537462,0.333621277,1.501430632,1.284296322,1.428113094,1.541195082
LEPR,0.967122698,1.727808682,1.797789611,1.661659195,1.993261376,1.43035753,1.787159759,2.194018307,2.35156638,1.430075015,2.243993303,1.650834745,2.07091165,1.582538876,2.142731763,1.501779971,1.116735947,2.154505645,1.8266049,2.064031353,1.796866205
LETMD1,2.938597354,2.835707293,2.325324328,2.574009543,2.616651466,2.87813554,2.717391083,2.694841982,2.685217444,2.84962796,2.557869988,2.680146467,2.645915227,2.883667563,2.524281356,2.994459399,2.700527052,2.573438449,2.469977431,2.770980157,2.655552377
LFNG,0.782076596,0.000809954,0.545109917,0.465529086,0.303487556,1.094828557,1.770725034,1.42005306,0.989216495,1.499426663,2.190641817,2.442341305,1.412747425,0.4953887,0.945451205,1.308025504,0.619411306,0.933847121,1.959694174,1.36051372,0.236560962
LGALS1,1.072806635,3.036639779,1.821407558,2.712990876,2.245613769,1.41915963,2.114992777,2.169411167,1.938123624,1.296351914,1.579672908,1.902475365,2.468783742,2.635442588,2.48761937,2.260626066,1.812237523,2.138252729,1.263311831,2.040801512,2.720385903
LGALS3,0.619349299,1.067756744,3.013140591,2.162322171,1.165959692,1.140243949,1.052803213,0.746860276,1.33980527,0.770680269,1.588581826,1.746543864,1.572567139,1.392404539,3.124947142,-0.001277018,1.992126097,3.060200721,1.424828081,2.218797574,1.898531315
LIF,0.507375539,1.426778686,1.017029978,1.182227858,0.826366302,0.883119439,1.160208415,0.868102867,1.764974932,0.702564449,1.408058952,0.547886777,1.506866532,0.470565116,0.939377057,0.060870889,0.552464516,1.649850464,0.449322155,1.358221924,1.347711414
LIFR,1.243068351,1.921628708,1.959486296,1.74995982,1.930170023,1.315307292,1.566844266,1.453129519,2.283513108,0.810797492,2.285784607,1.311314771,2.309414836,1.271524659,2.169825979,1.514189229,0.839706227,2.037110562,1.964854169,1.842935933,1.853736105
LIG1,2.897062673,2.659695423,2.262899258,2.305687477,2.822439956,2.946086906,2.541232182,2.795354748,2.877253964,2.634865871,2.44579183,3.292394898,2.747587388,2.69633035,2.000872012,2.51050354,3.060685518,2.600168008,2.84150834,2.642622814,2.319944122
LIG3,2.572823437,2.477206781,2.09402554,2.018298667,2.187554306,2.333842151,2.186020371,2.442134134,2.499997118,2.544490298,2.49619504,2.456371796,2.526214969,2.061629723,2.595839685,2.169661345,2.211667394,2.434112492,2.517747429,2.083061053,2.081141677
LIG4,2.287014465,2.482252583,2.665095931,2.82552258,2.598163688,2.659037808,2.703857997,2.43434389,2.523214691,2.622727169,2.698093563,2.865584566,2.393954803,2.186322749,2.730088306,2.700888301,2.598520482,2.71495974,2.289185242,2.548924085,2.485759319
LIN28A,0.992929961,1.665921691,1.597638968,1.543199741,1.541174887,0.950066229,1.561066427,1.324313127,2.180009799,0.835621076,1.327539355,1.053036756,2.219072269,0.562335489,1.552011698,0.547537462,0.835011106,1.907946551,1.153860114,1.784190656,1.76590575
